LoanID,Forecast_OverdueAmount,Forecast_NPA_Percent,PredictedRiskScore,PriorityRecoveryFlag
L07456,2030.0,0.47,76.67,No
L07457,4139.0,1.42,94.59,No
L07458,340412.04000000004,40.42,75.21,No
L07459,1295.0,0.15,65.97,No
L07460,2760.0,0.2,67.64,No
L07461,1476.0,1.67,97.03,No
L07462,4599.0,0.72,92.54,No
L07463,3220.0,0.64,77.61,No
L07464,4396.0,0.5,66.39,No
L07465,33290.54,52.4,70.1,No
L07466,783.0,0.07,75.01,No
L07467,711.0,0.09,61.73,No
L07468,42366.86,3.97,60.62,No
L07469,4540.0,0.65,99.17,No
L07470,2822.0,0.38,87.88,No
L07471,2926.0,0.22,91.75,No
L07472,4321.0,1.21,79.67,No
L07473,4701.0,1.29,72.23,No
L07474,3463.0,0.4,60.59,No
L07475,3788.0,0.38,85.77,No
L07476,1724.0,0.31,85.99,No
L07477,3477.0,0.43,64.64,No
L07478,267105.29999999993,70.22,76.18,No
L07479,986.0,0.4,97.17,No
L07480,210532.93999999994,53.23,90.91,Yes
L07481,1688.0,0.12,90.13,No
L07482,2186.0,0.18,61.54,No
L07483,2512.0,0.99,65.46,No
L07484,1576.0,1.34,69.94,No
L07485,1907.0,1.03,75.84,No
L07486,702.0,0.15,67.03,No
L07487,4134.0,0.34,72.29,No
L07488,113999.35,22.09,80.7,Yes
L07489,4008.0,1.26,65.92,No
L07490,2850.0,0.46,73.72,No
L07491,66850.88,29.08,77.36,No
L07492,283388.68000000005,38.72,64.6,No
L07493,601.0,0.06,83.29,No
L07494,3566.0,0.61,65.11,No
L07495,4806.0,1.59,,No
L07496,1416.0,0.2,96.77,No
L07497,1385.0,0.12,65.36,No
L07498,3804.0,2.36,72.62,No
L07499,1350.0,0.88,66.04,No
L07500,4651.0,0.91,71.4,No
L07501,3806.0,0.58,94.58,No
L07502,1844.0,0.51,99.25,No
L07503,4233.0,4.76,90.75,No
L07504,1892.0,0.51,88.95,No
L07505,242157.08999999997,35.54,88.97,Yes
L07506,4272.0,2.59,67.7,No
L07507,618396.6000000001,56.84,72.7,No
L07508,1756.0,0.21,,No
L07509,1654.0,0.24,,No
L07510,2989.0,0.37,94.04,No
L07511,775.0,0.08,69.97,No
L07512,1510.0,0.1,62.04,No
L07513,3850.0,0.33,64.85,No
L07514,3541.0,0.42,94.81,No
L07515,1092.0,0.09,99.57,No
L07516,1955.0,0.26,,No
L07517,193217.17999999993,38.58,97.31,Yes
L07518,1800.0,0.42,91.18,No
L07519,4786.0,0.76,68.76,No
L07520,2203.0,4.13,76.67,No
L07521,2148.0,0.7,78.68,No
L07522,10109.99,4.33,87.62,No
L07523,547726.88,37.97,100.14,Yes
L07524,72750.8,50.51,74.17,No
L07525,4609.0,0.59,74.76,No
L07526,4277.0,0.31,73.47,No
L07527,2629.0,0.28,72.0,No
L07528,485671.6000000001,63.23,62.27,No
L07529,107922.8,9.57,70.13,No
L07530,1921.0,0.34,68.5,No
L07531,132965.66,40.18,90.25,Yes
L07532,50086.12,3.92,83.39,Yes
L07533,1507.0,1.14,72.91,No
L07534,4724.0,0.39,82.29,No
L07535,4994.0,2.5,93.74,No
L07536,4049.0,0.42,82.79,No
L07537,732.0,0.1,66.74000000000001,No
L07538,3087.0,0.21,72.4,No
L07539,1330.0,0.22,69.15,No
L07540,104473.45000000001,7.26,72.15,No
L07541,2554.0,0.4,59.96,No
L07542,3845.0,0.37,91.03,No
L07543,4048.0,0.41,,No
L07544,106297.0,60.62,94.97,Yes
L07545,3235.0,0.29,79.19,No
L07546,3044.0,0.86,96.54,No
L07547,349161.75,56.94,91.33,Yes
L07548,1850.0,0.16,96.59,No
L07549,69809.28,4.92,95.96,Yes
L07550,3073.0,0.36,75.4,No
L07551,3720.0,0.46,82.69,No
L07552,3952.0,0.51,99.65,No
L07553,598763.5600000002,48.52,84.44,Yes
L07554,2220.0,0.15,64.06,No
L07555,4643.0,0.48,86.18,No
L07556,903.0,0.15,98.49,No
L07557,3517.0,0.96,94.47,No
L07558,177971.47999999998,52.61,87.86,Yes
L07559,1261.0,0.1,63.09,No
L07560,1192.0,0.08,88.76,No
L07561,3655.0,0.34,59.26,No
L07562,4631.0,0.32,100.3,No
L07563,1488.0,0.27,99.66,No
L07564,2189.0,0.23,101.23,No
L07565,4575.0,0.58,69.82,No
L07566,310540.45999999996,41.46,82.07,Yes
L07567,662.0,0.07,80.57,No
L07568,48943.52,9.79,84.71,Yes
L07569,496042.0,50.67,77.07,No
L07570,2919.0,0.28,102.49,No
L07571,2405.0,0.19,93.58,No
L07572,965.0,0.09,86.8,No
L07573,4515.0,0.88,88.26,No
L07574,1183.0,0.17,89.86,No
L07575,2056.0,0.92,85.54,No
L07576,101845.8,24.07,84.59,Yes
L07577,447201.9499999999,55.53,93.84,Yes
L07578,2093.0,1.07,99.14,No
L07579,1444.0,0.16,95.11,No
L07580,3249.0,0.53,62.040000000000006,No
L07581,4871.0,4.85,85.31,No
L07582,259015.56,38.09,83.64,Yes
L07583,4498.0,0.98,71.36,No
L07584,1573.0,1.07,80.55,No
L07585,179901.44,37.84,100.38,Yes
L07586,642.0,0.13,69.1,No
L07587,3056.0,0.54,73.37,No
L07588,2681.0,0.46,94.42,No
L07589,2437.0,0.36,62.68,No
L07590,3416.0,1.86,92.33,No
L07591,2180.0,3.78,74.85,No
L07592,243129.36000000004,21.76,82.44,Yes
L07593,2340.0,0.43,83.07,No
L07594,1979.0,0.21,84.21,No
L07595,4832.0,0.98,,No
L07596,910.0,0.06,62.36,No
L07597,3918.0,0.77,90.45,No
L07598,218727.80000000002,23.59,94.98,Yes
L07599,3423.0,0.93,86.94,No
L07600,540510.6,67.5,97.05,Yes
L07601,3891.0,0.44,75.29,No
L07602,2016.0,0.64,89.24,No
L07603,1687.0,0.74,89.77,No
L07604,739316.99,50.58,64.22,No
L07605,3783.0,0.28,80.56,No
L07606,555408.59,55.15,71.18,No
L07607,3140.0,0.24,83.62,No
L07608,71495.88,37.92,92.48,Yes
L07609,53455.34,4.83,86.57,No
L07610,4583.0,0.99,83.16,No
L07611,2002.0,0.24,84.23,No
L07612,2947.0,0.25,77.6,No
L07613,23799.119999999995,24.15,75.46,No
L07614,4369.0,0.41,76.6,No
L07615,4271.0,0.63,90.3,No
L07616,774.0,0.11,87.25,No
L07617,707823.9600000001,51.83,74.51,No
L07618,1239.0,0.1,64.71000000000001,No
L07619,4788.0,3.59,79.18,No
L07620,1845.0,0.19,80.37,No
L07621,380312.57000000007,55.77,79.68,No
L07622,2446.0,1.11,74.04,No
L07623,3985.0,0.31,96.94,No
L07624,3867.0,2.52,82.76,No
L07625,1828.0,1.89,92.16,No
L07626,4183.0,1.24,86.87,No
L07627,1435.0,0.29,89.7,No
L07628,4646.0,3.36,97.23,No
L07629,815.0,0.08,71.49,No
L07630,319591.50000000006,46.73,89.32,Yes
L07631,2256.0,0.35,86.12,No
L07632,120131.25,46.07,83.88,Yes
L07633,897.0,0.13,85.25,No
L07634,346993.60000000003,56.35,74.15,No
L07635,282127.6499999999,46.53,79.08,No
L07636,612.0,0.17,72.99,No
L07637,3729.0,1.99,92.66,No
L07638,112842.44,26.36,86.7,Yes
L07639,2523.0,0.25,70.66,No
L07640,4788.0,3.07,65.63,No
L07641,4957.0,0.82,88.07,No
L07642,4726.0,0.59,89.92,No
L07643,4168.0,0.29,75.04,No
L07644,691356.7799999997,54.29,64.32,No
L07645,3277.0,0.24,90.93,No
L07646,713.0,0.06,70.55,No
L07647,4008.0,0.44,94.62,No
L07648,4054.0,0.31,85.32,No
L07649,437943.54000000004,50.36,97.8,Yes
L07650,1606.0,0.28,102.4,No
L07651,203912.84999999995,34.57,75.3,No
L07652,3305.0,0.38,80.66,No
L07653,1585.0,0.13,76.75,No
L07654,1940.0,0.8,67.03,No
L07655,4041.0,3.78,75.79,No
L07656,4484.0,0.38,75.31,No
L07657,4780.0,0.48,67.76,No
L07658,633870.5999999999,51.08,96.45,Yes
L07659,996247.36,67.95,74.41,No
L07660,1523.0,0.37,92.58,No
L07661,632.0,0.19,63.97,No
L07662,691.0,0.13,58.17,No
L07663,4789.0,0.36,101.82,No
L07664,2846.0,4.05,61.8,No
L07665,1985.0,3.04,86.87,No
L07666,4870.0,1.34,81.58,No
L07667,3689.0,0.62,74.67,No
L07668,2047.0,0.42,59.44,No
L07669,1539.0,0.12,69.82,No
L07670,3833.0,0.37,99.1,No
L07671,771127.2699999999,60.97,,No
L07672,949.0,0.16,85.39,No
L07673,123836.03000000003,13.55,79.41,No
L07674,1776.0,0.22,73.6,No
L07675,1759.0,0.24,89.25,No
L07676,3943.0,0.84,95.43,No
L07677,643.0,0.06,90.37,No
L07678,2575.0,0.32,80.49,No
L07679,4907.0,2.99,87.75,No
L07680,48724.600000000006,95.99,69.57,No
L07681,45604.06,57.39,102.66,Yes
L07682,31956.74,19.96,98.5,Yes
L07683,151394.68,25.75,96.31,Yes
L07684,3729.0,0.76,67.51,No
L07685,1479.0,0.53,84.46,No
L07686,4027.0,0.51,85.6,No
L07687,1391.0,0.1,75.85,No
L07688,1912.0,0.68,93.74,No
L07689,504.0,0.12,92.51,No
L07690,4236.0,0.59,,No
L07691,791.0,0.08,59.13,No
L07692,1609.0,0.17,98.63,No
L07693,3622.0,0.45,87.02,No
L07694,1485.0,0.13,96.81,No
L07695,3829.0,0.3,63.38,No
L07696,172425.22,11.51,89.08,Yes
L07697,2458.0,0.34,89.05,No
L07698,2786.0,0.19,61.52,No
L07699,705.0,0.06,59.51,No
L07700,4477.0,0.45,90.73,No
L07701,1723.0,0.18,92.11,No
L07702,334624.0,24.41,97.5,Yes
L07703,1700.0,0.12,90.11,No
L07704,4214.0,1.36,71.37,No
L07705,2165.0,0.28,97.78,No
L07706,3415.0,0.24,74.42,No
L07707,404844.24000000005,67.02,86.36,Yes
L07708,3640.0,0.94,81.65,No
L07709,3531.0,1.78,64.77,No
L07710,3270.0,0.36,97.16,No
L07711,3896.0,0.37,,No
L07712,3180.0,0.95,63.58,No
L07713,2839.0,0.28,72.95,No
L07714,2332.0,0.17,88.83,No
L07715,3856.0,0.96,83.12,No
L07716,4530.0,2.0,72.72,No
L07717,690132.5399999999,54.71,85.21,Yes
L07718,513343.8,37.23,74.05,No
L07719,4300.0,1.19,82.56,No
L07720,1825.0,0.17,73.4,No
L07721,2753.0,0.3,80.35,No
L07722,3073.0,0.77,91.84,No
L07723,2124.0,0.17,67.27,No
L07724,2651.0,0.36,63.07,No
L07725,600921.78,56.4,66.04,No
L07726,4824.0,0.99,92.83,No
L07727,464946.04,37.71,76.19,No
L07728,3505.0,0.81,86.85,No
L07729,2597.0,0.45,63.2,No
L07730,1415.0,0.23,66.71,No
L07731,48161.05,13.79,81.19,Yes
L07732,1983.0,0.15,89.09,No
L07733,44614.299999999996,20.79,87.73,Yes
L07734,1419.0,0.16,84.08,No
L07735,1836.0,0.15,87.51,No
L07736,437244.62,49.0,69.46,No
L07737,3862.0,0.74,83.67,No
L07738,894019.62,75.57,80.59,Yes
L07739,3332.0,0.43,94.68,No
L07740,90156.12,31.48,81.0,Yes
L07741,31684.78,6.22,82.13,Yes
L07742,1555.0,0.17,85.55,No
L07743,1154.0,0.11,91.42,No
L07744,2218.0,0.26,61.44,No
L07745,4475.0,1.01,96.55,No
L07746,3857.0,0.42,59.14,No
L07747,1561.0,0.29,81.72,No
L07748,4241.0,1.13,79.6,No
L07749,48440.88,3.41,76.44,No
L07750,139273.59,27.49,64.02,No
L07751,4470.0,0.83,61.84,No
L07752,1340.0,0.1,88.94,No
L07753,2428.0,0.95,65.43,No
L07754,1153.0,0.13,84.8,No
L07755,675663.4400000001,56.95,100.62,Yes
L07756,4171.0,0.93,85.59,No
L07757,1545.0,0.12,61.93,No
L07758,4202.0,0.36,82.14,No
L07759,3472.0,0.46,94.54,No
L07760,1106.0,0.5,95.23,No
L07761,870865.8099999999,59.79,88.38,Yes
L07762,1796.0,0.19,75.08,No
L07763,4272.0,0.53,72.8,No
L07764,4804.0,0.36,91.57,No
L07765,2948.0,0.45,86.65,No
L07766,182763.74,21.07,79.97,No
L07767,4695.0,0.36,62.39,No
L07768,59542.799999999996,9.61,87.21,Yes
L07769,1894.0,0.16,83.03,No
L07770,1176.0,0.28,57.46,No
L07771,2634.0,0.25,86.05,No
L07772,4953.0,0.63,68.16,No
L07773,1888.0,0.65,,No
L07774,2210.0,0.89,85.27,No
L07775,4927.0,0.69,59.02,No
L07776,2980.0,0.28,80.74,No
L07777,359467.13,38.87,91.41,Yes
L07778,2007.0,0.16,89.37,No
L07779,1991.0,0.32,60.33,No
L07780,1385.0,0.11,63.08,No
L07781,3753.0,3.62,90.22,No
L07782,171799.4,29.6,73.07,No
L07783,1507.0,0.97,,No
L07784,3653.0,0.26,81.74,No
L07785,4215.0,0.57,81.56,No
L07786,325005.72,63.92,70.18,No
L07787,4036.0,0.53,61.56,No
L07788,52655.78,6.4,79.96,No
L07789,360062.01,28.2,79.09,No
L07790,2346.0,0.28,79.89,No
L07791,4387.0,0.65,67.9,No
L07792,708174.0600000002,49.04,89.88,Yes
L07793,4410.0,0.3,78.43,No
L07794,1893.0,1.79,64.95,No
L07795,2504.0,0.23,88.57,No
L07796,564.0,0.1,83.81,No
L07797,2619.0,0.25,75.06,No
L07798,1834.0,0.19,63.89,No
L07799,4343.0,0.82,77.15,No
L07800,137871.72,9.31,60.57,No
L07801,396119.87000000005,69.76,69.69,No
L07802,566803.54,58.65,94.59,Yes
L07803,914.0,0.07,68.87,No
L07804,4279.0,1.64,68.72,No
L07805,425739.30000000005,87.63,63.42,No
L07806,145377.62,42.95,95.57,Yes
L07807,3520.0,0.3,98.07,No
L07808,642814.6800000003,53.05,60.32,No
L07809,4783.0,1.14,93.03,No
L07810,20211.359999999997,36.1,68.55,No
L07811,3627.0,0.55,73.49,No
L07812,3340.0,0.32,79.87,No
L07813,4444.0,0.47,82.03,No
L07814,1812.0,0.26,64.3,No
L07815,2118.0,0.43,90.87,No
L07816,2061.0,0.28,87.81,No
L07817,532.0,0.74,,No
L07818,58095.280000000006,36.98,72.76,No
L07819,3709.0,1.3,78.79,No
L07820,4872.0,0.51,70.64,No
L07821,2554.0,0.7,65.46000000000001,No
L07822,1007.0,0.15,60.14,No
L07823,2100.0,0.22,89.69,No
L07824,3139.0,0.25,69.11,No
L07825,690.0,0.08,77.0,No
L07826,26947.48,8.78,96.18,Yes
L07827,841393.31,58.84,64.69,No
L07828,3868.0,2.14,83.19,No
L07829,1102.0,0.19,80.21,No
L07830,4381.0,0.32,100.94,No
L07831,4621.0,0.5,91.54,No
L07832,62759.08,6.21,61.61,No
L07833,835.0,0.17,64.13,No
L07834,4143.0,2.53,61.32,No
L07835,3813.0,0.66,67.68,No
L07836,3137.0,0.5,68.28,No
L07837,2046.0,0.46,62.51,No
L07838,4498.0,1.24,77.56,No
L07839,3567.0,0.63,97.03,No
L07840,3029.0,0.31,89.35,No
L07841,4786.0,0.34,68.93,No
L07842,2423.0,0.23,93.54,No
L07843,685.0,0.06,96.31,No
L07844,2797.0,0.57,90.57,No
L07845,3036.0,1.5,82.28,No
L07846,4746.0,1.0,73.5,No
L07847,1676.0,0.26,92.17,No
L07848,4764.0,0.45,89.67,No
L07849,2001.0,0.14,74.58,No
L07850,557968.6799999999,45.61,71.74,No
L07851,241239.37000000002,55.29,89.21,Yes
L07852,3070.0,0.25,93.65,No
L07853,1193.0,0.18,64.81,No
L07854,88110.84,28.95,97.5,Yes
L07855,405236.25,56.38,71.48,No
L07856,3129.0,0.36,74.63,No
L07857,564.0,0.05,62.06,No
L07858,3687.0,0.66,62.17,No
L07859,2989.0,1.14,68.64,No
L07860,1462.0,0.78,80.04,No
L07861,751.0,0.35,98.14,No
L07862,3521.0,0.25,63.72,No
L07863,1960.0,0.14,78.29,No
L07864,1025.0,0.07,75.23,No
L07865,4885.0,1.0,99.58,No
L07866,102257.3,31.19,70.3,No
L07867,4412.0,0.3,76.41,No
L07868,2271.0,0.15,62.3,No
L07869,2993.0,1.83,99.66,No
L07870,3079.0,0.27,88.27,No
L07871,253662.99,54.14,,No
L07872,1798.0,0.13,58.9,No
L07873,112765.40000000001,62.87,60.86,No
L07874,2371.0,0.18,94.82,No
L07875,4069.0,7.56,84.43,No
L07876,2395.0,0.3,67.76,No
L07877,730.0,0.14,83.44,No
L07878,207240.02000000005,30.95,98.76,Yes
L07879,4052.0,0.6,63.040000000000006,No
L07880,2191.0,0.22,98.84,No
L07881,55126.99999999999,66.03,94.23,Yes
L07882,4035.0,0.38,68.63,No
L07883,3480.0,4.23,95.77,No
L07884,3373.0,1.06,86.02,No
L07885,594155.5999999999,63.9,82.38,Yes
L07886,47833.5,27.28,94.2,Yes
L07887,643162.2999999999,43.26,65.51,No
L07888,190424.2,16.04,88.14,Yes
L07889,4537.0,0.42,89.0,No
L07890,2869.0,0.65,72.1,No
L07891,41119.200000000004,34.15,89.92,Yes
L07892,1685.0,0.11,84.48,No
L07893,676.0,0.26,68.32,No
L07894,1184.0,0.09,66.76,No
L07895,3802.0,1.13,78.13,No
L07896,2324.0,0.39,78.57,No
L07897,1676.0,0.16,90.14,No
L07898,873120.26,61.45,77.01,No
L07899,12168.04,15.46,92.73,Yes
L07900,3091.0,0.72,82.05,No
L07901,1768.0,0.15,65.62,No
L07902,174084.2000000001,57.75,89.46,Yes
L07903,3948.0,1.87,97.92,No
L07904,3423.0,2.93,81.21,No
L07905,1771.0,0.23,89.38,No
L07906,849.0,0.07,93.37,No
L07907,205792.32,14.25,77.23,No
L07908,4463.0,1.02,68.74,No
L07909,143474.28000000003,63.49,97.54,Yes
L07910,2176.0,0.34,91.32,No
L07911,4219.0,3.24,92.52,No
L07912,905.0,0.17,92.21,No
L07913,3501.0,0.36,,No
L07914,4046.0,1.38,75.17,No
L07915,274954.75,28.46,68.47,No
L07916,821.0,0.06,67.05,No
L07917,3757.0,0.29,90.48,No
L07918,1956.0,0.34,82.77,No
L07919,264743.3999999999,40.04,65.53999999999999,No
L07920,581.0,0.09,77.84,No
L07921,2197.0,0.17,97.74,No
L07922,3822.0,0.26,65.28,No
L07923,1435.0,0.12,78.49,No
L07924,366078.76,42.6,86.19,Yes
L07925,1675.0,0.88,66.78,No
L07926,4767.0,0.33,95.74,No
L07927,1115.0,0.09,81.76,No
L07928,840015.1200000001,66.14,66.95,No
L07929,3553.0,0.57,74.42,No
L07930,1709.0,0.24,72.08,No
L07931,787.0,0.35,68.77,No
L07932,2089.0,0.15,71.1,No
L07933,4029.0,0.28,79.6,No
L07934,4440.0,1.06,67.44,No
L07935,50578.48,4.78,61.88,No
L07936,4592.0,1.33,80.11,No
L07937,4994.0,0.81,74.93,No
L07938,4101.0,0.84,67.34,No
L07939,2384.0,0.39,91.8,No
L07940,4864.0,0.98,61.43,No
L07941,2668.0,0.48,73.55,No
L07942,956.0,0.08,65.95,No
L07943,3984.0,0.82,88.38,No
L07944,201225.98000000004,16.34,83.68,Yes
L07945,2650.0,0.3,70.35,No
L07946,641.0,0.05,84.74,No
L07947,1092108.1,79.0,89.16,Yes
L07948,3871.0,1.54,63.33,No
L07949,390439.44,71.16,84.87,Yes
L07950,4083.0,3.13,72.15,No
L07951,4479.0,0.7,68.27,No
L07952,3767.0,0.96,89.03,No
L07953,866.0,0.1,83.64,No
L07954,310542.94,26.19,78.31,No
L07955,2246.0,0.3,90.62,No
L07956,2984.0,0.56,67.34,No
L07957,186889.55999999997,68.91,61.55,No
L07958,2486.0,2.8,101.0,No
L07959,1806.0,0.17,70.25,No
L07960,4195.0,4.45,82.7,No
L07961,4039.0,0.29,98.1,No
L07962,3758.0,0.41,70.11,No
L07963,56174.09,9.99,95.72,Yes
L07964,1419.0,1.28,81.01,No
L07965,1192.0,0.18,100.4,No
L07966,2920.0,0.22,66.36,No
L07967,3025.0,0.21,78.71,No
L07968,3571.0,2.06,98.83,No
L07969,284787.67,24.2,64.07,No
L07970,4424.0,1.04,73.73,No
L07971,86840.84,14.47,,No
L07972,3272.0,0.39,100.65,No
L07973,3774.0,0.25,74.28,No
L07974,1255.0,0.36,68.72,No
L07975,3389.0,1.42,88.08,No
L07976,1404.0,0.15,81.03,No
L07977,4748.0,0.37,83.01,No
L07978,481808.0,48.67,83.67,Yes
L07979,56266.0,10.16,87.91,Yes
L07980,3308.0,0.23,77.72,No
L07981,2290.0,0.15,99.05,No
L07982,3637.0,0.31,63.790000000000006,No
L07983,3105.0,0.26,100.36,No
L07984,3824.0,0.33,75.4,No
L07985,159915.60000000003,37.75,65.41,No
L07986,758.0,0.28,84.4,No
L07987,4072.0,0.48,91.78,No
L07988,4145.0,0.29,71.15,No
L07989,2630.0,0.2,60.94,No
L07990,2689.0,1.31,78.92,No
L07991,89384.4,67.39,96.42,Yes
L07992,3978.0,0.3,78.19,No
L07993,460128.6500000001,49.01,60.78,No
L07994,308176.92,62.73,78.53,No
L07995,4928.0,0.57,76.97,No
L07996,1009.0,0.27,63.6,No
L07997,554.0,0.04,95.12,No
L07998,1667.0,0.13,81.13,No
L07999,1584.0,0.11,63.010000000000005,No
L08000,25227.96,7.85,97.11,Yes
L08001,741.0,0.06,81.47,No
L08002,333359.39999999997,38.65,87.88,Yes
L08003,2117.0,0.41,81.75,No
L08004,558075.8,74.86,97.16,Yes
L08005,4993.0,0.35,98.73,No
L08006,2592.0,0.25,62.64,No
L08007,996.0,0.17,57.57,No
L08008,662410.92,44.17,78.04,No
L08009,1415.0,0.26,74.25,No
L08010,188007.45,15.29,85.02,Yes
L08011,214076.99999999997,18.03,76.2,No
L08012,3385.0,0.31,96.25,No
L08013,575.0,0.06,65.62,No
L08014,1813.0,0.87,60.23,No
L08015,87586.06999999999,5.87,72.37,No
L08016,2880.0,1.02,69.43,No
L08017,1387.0,0.15,83.07,No
L08018,2123.0,0.52,81.43,No
L08019,1257.0,0.43,89.61,No
L08020,837.0,0.1,63.84,No
L08021,374961.01999999996,29.7,86.42,Yes
L08022,2216.0,0.37,73.79,No
L08023,1063.0,0.66,90.19,No
L08024,3295.0,0.35,72.35,No
L08025,609.0,0.05,92.52,No
L08026,3688.0,0.77,94.53,No
L08027,1569.0,0.15,69.95,No
L08028,4765.0,2.98,92.47,No
L08029,367479.8,64.01,72.52,No
L08030,4745.0,0.64,94.93,No
L08031,1645.0,0.14,71.53,No
L08032,202195.2,37.42,,No
L08033,1591.0,0.22,95.48,No
L08034,1984.0,0.21,61.15,No
L08035,4273.0,0.45,87.37,No
L08036,1661.0,0.21,84.6,No
L08037,805.0,0.15,98.91,No
L08038,233557.09999999998,22.87,100.92,Yes
L08039,1369.0,0.11,81.74,No
L08040,966.0,0.35,89.68,No
L08041,2052.0,0.38,69.08,No
L08042,3280.0,0.32,66.82,No
L08043,1001.0,0.09,78.78,No
L08044,1773.0,0.15,68.27,No
L08045,288185.8,28.9,72.46,No
L08046,4496.0,0.6,59.89,No
L08047,162761.44,16.5,63.86,No
L08048,4602.0,1.87,87.75,No
L08049,2616.0,0.74,,No
L08050,1415.0,0.1,94.94,No
L08051,3243.0,0.23,62.07,No
L08052,4460.0,0.41,67.11,No
L08053,342312.3999999999,65.3,71.27,No
L08054,4088.0,0.41,89.34,No
L08055,1065.0,0.1,87.33,No
L08056,4846.0,0.61,,No
L08057,259994.68000000005,22.9,74.75,No
L08058,1026.0,1.1,89.03,No
L08059,1862.0,0.44,80.37,No
L08060,827898.8799999999,68.88,81.87,Yes
L08061,682.0,0.05,84.71,No
L08062,814870.6699999999,61.72,80.82,Yes
L08063,3520.0,0.32,73.93,No
L08064,4588.0,1.58,93.15,No
L08065,4365.0,0.75,96.33,No
L08066,4068.0,3.31,83.42,No
L08067,374381.88,38.29,72.28,No
L08068,270271.65,38.48,98.04,Yes
L08069,4798.0,0.54,84.38,No
L08070,3181.0,0.22,87.52,No
L08071,1461.0,0.23,80.66,No
L08072,3998.0,0.81,88.87,No
L08073,1879.0,0.7,94.25,No
L08074,4221.0,1.63,90.86,No
L08075,410661.8799999999,51.21,99.06,Yes
L08076,404219.64,35.57,76.04,No
L08077,4751.0,0.55,73.46,No
L08078,1539.0,0.12,77.37,No
L08079,1059.0,0.21,87.91,No
L08080,376223.45999999996,41.22,85.09,Yes
L08081,1467.0,0.15,91.72,No
L08082,2011.0,0.44,66.21,No
L08083,62621.78,10.03,92.74,Yes
L08084,3115.0,0.34,67.72,No
L08085,3655.0,4.55,94.17,No
L08086,626530.6,46.91,79.09,No
L08087,81863.31999999999,38.79,97.59,Yes
L08088,3877.0,3.26,90.08,No
L08089,147617.60000000003,40.8,90.93,Yes
L08090,4503.0,0.58,65.67,No
L08091,4900.0,0.93,85.42,No
L08092,601.0,0.09,78.33,No
L08093,3299.0,1.92,70.6,No
L08094,168602.08,43.45,91.01,Yes
L08095,109228.68,57.01,,No
L08096,4270.0,1.11,69.09,No
L08097,3958.0,0.37,72.86,No
L08098,2010.0,0.23,86.54,No
L08099,3333.0,0.62,67.04,No
L08100,2132.0,0.5,82.79,No
L08101,3326.0,0.22,76.01,No
L08102,979.0,0.08,79.47,No
L08103,3756.0,0.3,71.92,No
L08104,3096.0,3.51,69.56,No
L08105,3602.0,2.64,73.68,No
L08106,353697.24,32.65,,No
L08107,2840.0,0.87,66.15,No
L08108,1910.0,0.29,77.89,No
L08109,1380.0,0.44,70.54,No
L08110,4041.0,1.32,95.48,No
L08111,4095.0,1.97,84.47,No
L08112,2424.0,0.27,80.02,No
L08113,4592.0,0.41,70.18,No
L08114,2457.0,1.86,79.97,No
L08115,2926.0,0.65,73.32,No
L08116,4562.0,0.45,91.42,No
L08117,1683.0,0.27,71.98,No
L08118,85811.88,8.01,74.92,No
L08119,1581.0,0.14,90.68,No
L08120,3947.0,4.08,96.14,No
L08121,2864.0,0.48,86.52,No
L08122,435461.67999999993,39.33,60.3,No
L08123,1056.0,0.18,97.06,No
L08124,4124.0,7.05,88.0,No
L08125,4313.0,0.8,66.35,No
L08126,288899.12,21.96,63.44,No
L08127,3892.0,0.27,87.98,No
L08128,564.0,0.07,71.15,No
L08129,183587.2,37.15,77.43,No
L08130,1720.0,0.24,67.49000000000001,No
L08131,3853.0,0.98,86.16,No
L08132,2094.0,0.71,57.84,No
L08133,3106.0,0.41,83.83,No
L08134,4723.0,0.42,91.51,No
L08135,4210.0,1.13,79.65,No
L08136,2590.0,0.19,95.5,No
L08137,28339.96,9.64,81.41,Yes
L08138,355708.14999999997,41.38,83.81,Yes
L08139,4577.0,0.39,72.28,No
L08140,2836.0,0.79,75.58,No
L08141,2210.0,0.46,73.1,No
L08142,2104.0,1.69,61.010000000000005,No
L08143,2619.0,0.18,73.92,No
L08144,3790.0,0.5,78.09,No
L08145,1141.0,0.8,73.32,No
L08146,521612.12000000005,41.61,78.33,No
L08147,2669.0,0.3,79.04,No
L08148,4856.0,3.73,92.68,No
L08149,3808.0,0.54,76.43,No
L08150,1529.0,0.22,85.41,No
L08151,3134.0,1.2,98.73,No
L08152,2957.0,0.45,81.78,No
L08153,712.0,0.15,83.58,No
L08154,685531.44,64.37,87.41,Yes
L08155,4563.0,7.87,79.27,No
L08156,4035.0,1.98,67.36,No
L08157,4825.0,0.35,74.45,No
L08158,174569.56,25.74,64.1,No
L08159,94304.92,30.87,85.66,Yes
L08160,4846.0,0.4,69.9,No
L08161,2926.0,0.23,91.12,No
L08162,4933.0,1.38,88.58,No
L08163,1176.0,0.11,89.71,No
L08164,4220.0,0.45,95.42,No
L08165,3111.0,0.28,73.6,No
L08166,3421.0,0.29,66.36,No
L08167,379767.32,37.66,99.48,Yes
L08168,4084.0,0.28,100.84,No
L08169,3973.0,0.3,65.5,No
L08170,74982.2,19.63,89.9,Yes
L08171,3857.0,0.28,65.82,No
L08172,132479.2,23.18,58.07,No
