LoanID,CustomerID,BranchID,ProductID,DisbursedDate,LoanAmount,TenureMonths,InterestRate,Status,RiskScore,LoanType,ClosureDate,EarlyClosureFlag
L08701,C01239,B001,P008,14-04-2023,163627.41,24,11.66,Closed,75.16,Commercial,11-04-2024,FALSE
L08702,C00834,B021,P010,10-03-2020,350719.92,6,7.96,Default,69.72,4W,02-11-2020,
L08703,C02214,B007,P010,24-09-2021,642616.87,18,12.66,Active,96.6,4W,,
L08704,C01907,B016,P006,07-06-2022,797209.04,6,11.98,Active,64.2,Tractor,,
L08705,C01565,B041,P007,11-05-2023,561779.04,12,12.95,Active,90.3,2W,,
L08706,C01219,B010,P008,11-03-2022,881598.68,60,12.88,Active,81.43,Tractor,,
L08707,C00506,B021,P002,28-06-2020,521786.26,18,10.83,Active,,4W,,
L08708,C01358,B011,P005,15-08-2021,1033736.47,60,9.04,Active,63.5,Used,,
L08709,C02841,B018,P007,20-07-2021,791250.21,6,14.39,Active,75.23,Used,,
L08710,C02881,B021,P008,21-11-2021,1072408.45,18,14.44,Active,91.05,Used,,
L08711,C01461,B033,P005,07-02-2023,674919.49,60,,Active,91.79,Commercial,,
L08712,C02906,B035,P003,18-12-2023,1320925.2,36,12.23,Closed,90.77,Commercial,18-04-2024,FALSE
L08713,C01417,B047,P006,26-10-2021,604092.52,18,9.02,Active,89.03,4W,,
L08714,C02854,B011,P005,09-02-2021,496793.82,60,13.96,Closed,74.69,Tractor,02-04-2022,FALSE
L08715,C01173,B029,P008,12-09-2022,857773.28,36,8.24,Active,87.93,Commercial,,
L08716,C00761,B006,P009,28-09-2021,788300.06,6,14.93,Active,64.27,4W,,
L08717,C00833,B021,P009,19-01-2023,801242.21,36,12.08,Default,66.34,Used,10-02-2023,
L08718,C01429,B006,P006,10-08-2023,1204388.63,18,7.67,Active,81.06,Used,,
L08719,C00283,B017,P004,17-11-2023,903465.32,12,14.11,Closed,,2W,17-11-2023,TRUE
L08720,C00379,B023,P004,26-11-2022,1333634.92,36,12.63,Active,78.4,Tractor,,
L08721,C00198,B020,P009,31-05-2021,947690.63,18,12.73,Active,88.66,4W,,
L08722,C00556,B013,P004,29-04-2022,81466.66,12,9.56,Active,81.99,4W,,
L08723,C00356,B016,P008,26-06-2022,1312070.64,24,10.03,Active,62.56,Used,,
L08724,C01564,B050,P009,11-11-2020,1267687.51,48,14.36,Closed,94.6,Commercial,22-02-2024,FALSE
L08725,C01041,B013,P005,10-04-2023,120832.31,36,12.26,Active,84.49,Commercial,,
L08726,C02687,B028,P006,30-11-2023,231662.46,36,7.63,Closed,94.92,4W,27-12-2023,FALSE
L08727,C00379,B023,P003,09-07-2023,856716.22,6,9.96,Closed,76.75,Commercial,12-11-2023,FALSE
L08728,C00680,B048,P005,27-01-2020,112136.22,24,11.99,Closed,60.07,4W,20-05-2021,FALSE
L08729,C02554,B021,P005,24-02-2020,646193.57,6,8.61,Active,89.74,2W,,
L08730,C01780,B045,P002,05-09-2020,1464272.94,6,8.24,Active,82.07,Commercial,,
L08731,C00899,B025,P010,29-09-2020,300525.42,18,7.95,Closed,60.77,2W,24-06-2022,TRUE
L08732,C00076,B001,P006,06-07-2023,348838.94,60,12.23,Active,82.33,Tractor,,
L08733,C00231,B034,P009,09-07-2020,1030705.15,6,9.9,Active,96.31,2W,,
L08734,C01740,B003,P007,28-07-2021,113768.4,60,10.3,Active,68.14,Tractor,,
L08735,C00962,B028,P008,06-05-2022,1239994.93,36,7.95,Active,70.99,2W,,
L08736,C02350,B029,P002,07-09-2021,338595.17,6,13.04,Active,85.33,Commercial,,
L08737,C02774,B038,P009,17-11-2023,820753.54,12,13.25,Closed,92.02,2W,11-02-2024,FALSE
L08738,C02263,B019,P003,02-12-2023,410706.58,36,13.72,Active,85.03,Commercial,,
L08739,C02117,B023,P010,14-10-2022,1005378.81,48,12.39,Closed,86.2,4W,10-11-2022,FALSE
L08740,C00393,B020,P005,03-11-2021,901463.33,18,13.3,Active,72.74,4W,,
L08741,C01109,B004,P007,13-11-2021,1422337.61,6,11.83,Active,60.39,Tractor,,
L08742,C00267,B028,P004,18-04-2020,696121.1,12,11.19,Closed,92.75,Used,14-07-2021,FALSE
L08743,C01093,B017,P007,13-10-2021,1318574.5,48,9.45,Closed,98.81,2W,14-06-2024,FALSE
L08744,C00611,B025,P008,07-09-2022,884941.66,60,7.9,Active,93.79,Commercial,,
L08745,C01371,B007,P010,31-01-2023,1375970.85,12,9.69,Active,75.5,Used,,
L08746,C01009,B039,P010,13-08-2020,473141.99,36,12.63,Closed,73.72,4W,03-06-2022,TRUE
L08747,C00962,B028,P004,18-12-2020,847153.52,6,14.45,Active,97.43,Commercial,,
L08748,C02776,B022,P005,29-03-2023,615542.98,12,9.42,Active,98.55,Commercial,,
L08749,C00673,B001,P003,28-11-2023,145551.11,6,12.52,Active,83.88,Used,,
L08750,C02471,B045,P005,09-09-2023,882685.41,36,11.09,Closed,80.06,Commercial,06-03-2024,FALSE
L08751,C01701,B042,P008,24-05-2020,1201631.18,24,12.21,Active,80.14,Used,,
L08752,C02163,B005,P003,03-07-2022,856495.26,12,7.51,Active,67.87,2W,,
L08753,C02268,B039,P005,01-03-2023,455046.14,18,8.42,Active,88.4,2W,,
L08754,C00031,B002,P010,21-01-2023,432552.1,60,9.13,Closed,66.67,2W,02-05-2024,FALSE
L08755,C01367,B048,P001,29-09-2020,394865.88,6,14.2,Active,68.18,4W,,
L08756,C01401,B016,P002,17-06-2021,1470465.86,48,7.8,Active,86.29,Used,,
L08757,C01154,B012,P003,02-05-2023,628868.33,36,11.77,Active,93.9,2W,,
L08758,C00617,B032,P001,08-04-2023,509461.16,36,14.46,Active,85.97,4W,,
L08759,C00539,B031,P009,04-04-2021,656778.71,48,12.39,Active,78.52,4W,,
L08760,C02787,B027,P009,29-07-2022,217906.99,18,11.13,Closed,87.11,4W,08-01-2024,FALSE
L08761,C00871,B036,P005,31-10-2022,334228.32,24,10.39,Closed,77.74,2W,12-03-2023,FALSE
L08762,C00101,B047,P004,29-06-2020,787908.11,6,12.18,Closed,85.51,Commercial,30-12-2020,FALSE
L08763,C01413,B046,P005,09-06-2023,1208328.39,24,11.1,Active,,2W,,
L08764,C02740,B005,P004,29-01-2020,1320818.7,60,12.79,Active,60.57,4W,,
L08765,C00941,B041,P005,15-06-2021,1305677.91,36,12.13,Active,68.54,Tractor,,
L08766,C00341,B002,P007,25-10-2022,1419888.76,12,11.76,Closed,87.42,2W,16-12-2023,TRUE
L08767,C02909,B046,P008,19-05-2020,232368.71,24,14.68,Closed,75.65,2W,01-12-2021,FALSE
L08768,C01044,B040,P002,17-11-2022,109406.91,12,13.77,Closed,80.36,Commercial,25-03-2023,FALSE
L08769,C00038,B031,P004,07-04-2020,203310.27,18,12.07,Active,86.72,2W,,
L08770,C00660,B010,P008,18-09-2020,921076.27,36,11.54,Active,80.53,2W,,
L08771,C02034,B017,P007,19-01-2020,856372.53,12,12.93,Closed,92.64,4W,20-04-2021,FALSE
L08772,C01561,B047,P009,12-01-2020,1023254.59,6,13.53,Active,74.79,4W,,
L08773,C01657,B033,P005,20-06-2021,588081.43,36,9.71,Active,86.98,Tractor,,
L08774,C02976,B032,P006,15-09-2020,617803.77,18,12.5,Active,76.59,4W,,
L08775,C01050,B009,P008,24-01-2020,841083.88,6,8.51,Closed,80.64,Used,05-02-2020,FALSE
L08776,C00454,B050,P005,28-10-2022,164631.36,36,10.73,Active,64.44,Commercial,,
L08777,C01705,B039,P009,15-08-2020,1209814.64,24,14.54,Active,92.43,2W,,
L08778,C01347,B028,P004,10-01-2021,1388140.54,60,9.95,Active,72.48,2W,,
L08779,C02785,B004,P008,20-02-2023,611650.54,48,8.66,Active,71.75,Used,,
L08780,C00819,B034,P003,18-01-2023,1122380.02,36,8.6,Active,63.46,Commercial,,
L08781,C00773,B009,P005,11-08-2020,845810.34,6,10.45,Closed,79.75,Used,20-09-2021,TRUE
L08782,C00013,B001,P008,05-01-2022,392212.46,12,9.19,Active,76.3,Used,,
L08783,C02963,B047,P010,13-09-2020,148306.8,60,10.7,Closed,63.86,Commercial,21-06-2022,FALSE
L08784,C00921,B013,P007,29-05-2021,406553.42,12,12.89,Active,89.31,2W,,
L08785,C00825,B013,P001,12-04-2022,927113.92,36,14.16,Active,62.59,2W,,
L08786,C02419,B005,P004,17-03-2023,108333.18,36,8.33,Active,65.66,Commercial,,
L08787,C01315,B050,P002,11-11-2023,1262476.56,18,13.26,Active,77.97,4W,,
L08788,C02380,B013,P002,01-12-2021,1456943.98,24,8.28,Active,73.95,Commercial,,
L08789,C02309,B026,P007,29-06-2022,171077.77,18,10.35,Active,,Used,,
L08790,C02018,B014,P003,29-11-2021,407712,48,14.97,Closed,81.99,Used,09-07-2022,FALSE
L08791,C01229,B018,P003,13-03-2021,1029668.74,18,8.02,Active,80.45,2W,,
L08792,C00697,B028,P006,06-02-2020,1218816.47,12,7.67,Active,76.86,Commercial,,
L08793,C02735,B024,P006,15-04-2020,551691.43,12,10,Active,90.27,Commercial,,
L08794,C00950,B015,P001,06-09-2021,797095.72,6,14.63,Active,79.43,2W,,
L08795,C02435,B008,P001,19-08-2020,1343051.13,48,7.65,Active,98.17,Used,,
L08796,C02869,B050,P006,16-05-2022,607377.6,48,9.17,Closed,91.27,2W,17-03-2024,FALSE
L08797,C02516,B046,P007,15-03-2023,168230.5,18,12.02,Active,64.15,Tractor,,
L08798,C01439,B023,P009,06-11-2022,1492596.48,60,9.25,Active,70.68,Used,,
L08799,C00069,B042,P004,28-03-2023,311406.3,6,7.9,Active,80.9,Commercial,,
L08800,C01782,B030,P010,17-08-2022,120733.64,36,7.89,Active,78.29,4W,,
L08801,C02248,B011,P006,29-07-2023,645447.72,6,11.69,Active,61.83,4W,,
L08802,C02264,B047,P003,04-10-2020,226122.11,12,11.71,Active,80.6,4W,,
L08803,C01970,B040,P004,04-05-2020,1469163.41,18,12.8,Closed,83.61,Commercial,09-04-2022,TRUE
L08804,C00212,B005,P009,14-12-2023,602151.09,12,8.49,Active,78.07,Commercial,,
L08805,C00508,B041,P001,05-09-2023,1247426.14,36,11.25,Active,93.78,4W,,
L08806,C02064,B021,P005,05-11-2021,306077.81,24,12.01,Closed,81.71,4W,24-01-2024,TRUE
L08807,C01522,B048,P007,15-12-2021,251281.4,60,9.17,Active,90.67,Tractor,,
L08808,C02932,B015,P003,28-10-2021,991475.04,48,11.61,Active,82.89,2W,,
L08809,C00332,B017,P002,09-09-2023,1368499.7,18,12.81,Active,95.46,4W,,
L08810,C02765,B043,P002,01-07-2022,216077.86,12,14.93,Active,68.35,4W,,
L08811,C00551,B046,P001,29-01-2021,904418.25,24,11.97,Active,92.44,Tractor,,
L08812,C01625,B021,P005,11-02-2022,173162.26,36,13.96,Active,,2W,,
L08813,C00942,B049,P003,04-07-2020,1227636.27,24,13.75,Active,87.21,4W,,
L08814,C02304,B027,P007,10-04-2021,1368493.57,12,14.55,Default,82.08,Tractor,04-12-2021,
L08815,C00728,B039,P001,16-12-2022,961751.74,12,12.92,Active,64.25,Used,,
L08816,C00880,B039,P009,02-04-2021,1048097.5,36,9.1,Closed,77.03,2W,13-09-2021,FALSE
L08817,C02863,B030,P002,27-09-2022,130382.87,36,9.74,Active,86.28,2W,,
L08818,C00649,B014,P008,16-05-2023,155816.92,24,13.39,Active,,Used,,
L08819,C01000,B010,P010,14-03-2020,310522.31,24,11.41,Active,68.52,4W,,
L08820,C01522,B048,P004,13-01-2023,447051.28,48,,Closed,73.85,Used,11-11-2023,FALSE
L08821,C02519,B037,P006,23-09-2021,1151791.37,48,12.43,Closed,74.06,4W,06-04-2024,FALSE
L08822,C02738,B016,P009,03-11-2022,681372.41,12,14.3,Active,80.45,4W,,
L08823,C01613,B034,P007,19-04-2022,163462.05,36,10.18,Default,93.66,Tractor,30-04-2023,
L08824,C02748,B003,P008,30-06-2022,1286335.34,6,11.97,Closed,75.43,Tractor,20-01-2023,TRUE
L08825,C02555,B007,P007,04-03-2022,1491048.72,36,11.86,Default,65.73,Commercial,05-02-2024,
L08826,C01010,B021,P002,18-02-2020,709788.12,18,8.45,Closed,79.76,2W,06-10-2022,FALSE
L08827,C01551,B014,P009,20-12-2023,792057.81,18,8.18,Active,61.47,Tractor,,
L08828,C00804,B048,P001,23-08-2022,163838.69,36,14.17,Active,73.43,2W,,
L08829,C02879,B037,P002,24-12-2020,605375.27,24,14.5,Default,80.06,4W,29-06-2024,
L08830,C00214,B005,P003,29-08-2020,589116.32,18,14.28,Active,80.19,Tractor,,
L08831,C00169,B022,P003,12-12-2022,1450397.69,60,10.47,Closed,91.96,Commercial,04-08-2023,FALSE
L08832,C00978,B018,P010,28-12-2022,1007625.69,48,9.66,Active,91.24,4W,,
L08833,C01329,B038,P004,25-02-2020,1184165.58,12,14.57,Active,71.02,Used,,
L08834,C00146,B047,P005,28-05-2022,236081.47,12,14.12,Active,71.74,Tractor,,
L08835,C01799,B032,P006,11-09-2020,654543.98,60,13.65,Active,98.28,2W,,
L08836,C00516,B034,P001,05-01-2020,327751.56,60,10.01,Closed,75.27,Commercial,12-12-2023,FALSE
L08837,C00453,B019,P008,11-12-2022,1297274.02,12,12.29,Active,65.57,Commercial,,
L08838,C00060,B049,P006,24-11-2020,270939.94,48,13.13,Active,85.62,Commercial,,
L08839,C00528,B002,P010,07-04-2020,686363.27,36,11.82,Active,69.5,4W,,
L08840,C01024,B028,P009,30-03-2023,127792.91,18,12.02,Closed,83.53,4W,27-03-2024,FALSE
L08841,C02522,B021,P005,30-11-2023,969726.73,24,13.18,Active,92.03,Tractor,,
L08842,C01565,B041,P007,07-09-2022,748790.89,48,13.25,Active,66.77,2W,,
L08843,C02805,B003,P004,29-09-2022,772051.82,48,9.3,Active,77.61,Used,,
L08844,C02830,B023,P006,21-02-2022,197347.42,12,10.43,Active,74.94,4W,,
L08845,C01103,B010,P006,30-07-2021,795272.72,60,13.36,Active,98.98,Commercial,,
L08846,C00433,B020,P004,22-11-2020,867486.06,48,9.46,Default,87.75,Commercial,14-01-2021,
L08847,C01177,B035,P006,30-08-2020,1446118.13,48,14.37,Active,63.21,2W,,
L08848,C00401,B043,P008,01-01-2021,98172.89,24,13.79,Active,68.92,Used,,
L08849,C02105,B027,P005,12-02-2022,1387934.73,48,14.22,Closed,66.13,Tractor,24-11-2022,FALSE
L08850,C02234,B026,P002,24-12-2021,745368.46,12,9.73,Active,60.59,Tractor,,
L08851,C02446,B022,P009,23-03-2023,354666.06,48,8.29,Active,72.32,4W,,
L08852,C00605,B019,P004,21-08-2020,1015041.82,36,8.25,Active,72.65,Used,,
L08853,C02836,B005,P004,13-10-2021,799725.72,12,11.67,Active,69.16,4W,,
L08854,C02206,B040,P007,28-11-2020,378794.77,36,9.79,Active,81.57,4W,,
L08855,C01811,B034,P010,09-05-2021,958898.93,60,9.48,Active,68.52,2W,,
L08856,C01464,B009,P010,12-02-2023,736230.3,18,9.17,Closed,96.7,Tractor,09-10-2023,FALSE
L08857,C02637,B031,P006,03-01-2021,1049071.2,60,11.72,Active,88.57,Commercial,,
L08858,C02514,B041,P004,18-09-2023,1049161.55,60,11.61,Active,64.73,2W,,
L08859,C02494,B045,P006,27-02-2023,735582.21,18,10.67,Active,70.49,2W,,
L08860,C01774,B041,P003,16-04-2023,616654.51,24,8.54,Active,98.32,Commercial,,
L08861,C02849,B003,P007,04-04-2020,141704.15,48,14.47,Active,67.81,Used,,
L08862,C01554,B013,P006,02-09-2023,766077.57,12,10.71,Closed,64.56,Commercial,28-06-2024,FALSE
L08863,C01097,B003,P003,25-06-2022,402516.79,18,8.43,Active,69.06,Commercial,,
L08864,C00929,B013,P001,29-01-2023,127208.82,48,7.78,Closed,87.84,Commercial,24-08-2023,FALSE
L08865,C01952,B024,P010,04-05-2023,529051.33,6,8.64,Active,80.2,Commercial,,
L08866,C01974,B034,P005,12-03-2022,176830.08,6,9.73,Active,62.64,Tractor,,
L08867,C02065,B007,P010,26-07-2020,890625.64,24,12.23,Active,74.11,Tractor,,
L08868,C01555,B007,P002,29-08-2021,780320.14,48,14.78,Active,63.38,2W,,
L08869,C02779,B029,P007,17-04-2021,1199022.05,60,9.54,Closed,71.34,2W,09-08-2022,FALSE
L08870,C00326,B026,P007,28-10-2022,438068.64,18,13.42,Active,66.67,Used,,
L08871,C00995,B006,P004,15-05-2020,588717.14,36,14.34,Active,68.6,Commercial,,
L08872,C00613,B047,P006,01-09-2021,1048978.06,48,10.44,Closed,90.35,Used,17-10-2022,TRUE
L08873,C02594,B020,P001,29-06-2022,1489769.55,6,9.4,Active,90.56,Used,,
L08874,C00596,B037,P002,17-09-2020,1361046.15,48,11.18,Active,88.56,Used,,
L08875,C00921,B013,P006,16-03-2023,805196.1,18,14.23,Active,86.84,Used,,
L08876,C00842,B049,P002,02-04-2021,1033023.58,36,7.58,Active,69.56,Tractor,,
L08877,C01226,B035,P004,07-12-2023,821287.37,12,11.15,Closed,77.19,Commercial,16-06-2024,FALSE
L08878,C00344,B007,P004,19-08-2020,680468.02,60,13.18,Closed,77.94,2W,18-05-2024,FALSE
L08879,C01877,B016,P010,10-04-2020,923331.65,48,12.01,Closed,80.86,4W,07-01-2023,FALSE
L08880,C00859,B029,P009,26-05-2020,610423.88,18,11.23,Active,93.4,Tractor,,
L08881,C01424,B024,P010,17-12-2021,456273.12,12,11.65,Active,94.66,Used,,
L08882,C00445,B006,P007,21-05-2021,1073227.16,6,12.14,Closed,68.43,4W,27-10-2022,FALSE
L08883,C01789,B045,P007,11-07-2021,1314361.45,12,12.62,Closed,76.85,Commercial,02-08-2021,FALSE
L08884,C00222,B034,P001,13-04-2020,467635.24,6,10.17,Active,65.77,Commercial,,
L08885,C00592,B005,P005,01-12-2020,1074992.85,24,11.38,Active,85.28,Used,,
L08886,C01031,B012,P003,21-03-2021,679327.56,24,9.55,Active,82.31,Tractor,,
L08887,C01296,B025,P003,03-01-2022,488023.3,6,14.88,Closed,93.18,4W,13-02-2024,FALSE
L08888,C01018,B001,P006,19-03-2021,950610.92,36,8.9,Active,80.24,Used,,
L08889,C02064,B021,P004,27-04-2020,1412150.97,24,8.63,Active,90.46,4W,,
L08890,C01448,B006,P008,17-07-2022,559952.65,60,9.52,Active,72.41,Tractor,,
L08891,C02046,B030,P004,23-12-2021,1151244.99,36,14.4,Active,87.08,2W,,
L08892,C00524,B046,P008,20-07-2021,506312.22,36,12.44,Active,61.57,4W,,
L08893,C02851,B019,P004,28-03-2020,1215609.15,36,10.92,Active,65.91,Commercial,,
L08894,C02069,B010,P003,20-04-2021,1151977.85,18,14.44,Closed,77.43,4W,13-03-2022,FALSE
L08895,C02276,B006,P005,21-10-2020,1160167.52,48,14.25,Active,94.59,4W,,
L08896,C01809,B048,P005,20-12-2021,1496676.7,60,10.51,Closed,94.52,Commercial,05-03-2023,FALSE
L08897,C01312,B046,P010,05-11-2023,253750.48,18,11.73,Active,83.35,Commercial,,
L08898,C02857,B038,P010,21-09-2022,613816.89,48,14.29,Closed,65.07,4W,13-11-2023,FALSE
L08899,C01307,B030,P001,30-07-2023,964677.64,48,9.9,Closed,86.56,4W,15-05-2024,FALSE
L08900,C02452,B014,P008,23-04-2022,906189.44,36,10.56,Active,66.9,4W,,
L08901,C01090,B039,P008,16-11-2021,1181917.97,6,13.45,Closed,73.67,Tractor,22-02-2022,FALSE
L08902,C01673,B013,P008,30-09-2021,118018.89,48,12.74,Active,72.25,Commercial,,
L08903,C00437,B010,P010,25-03-2023,1072324.19,24,7.86,Active,94.49,Used,,
L08904,C00829,B017,P004,18-04-2023,1119699.74,12,8.38,Active,87.05,Commercial,,
L08905,C02982,B042,P009,18-08-2022,138596.62,18,13.85,Closed,62.77,Tractor,26-03-2024,FALSE
L08906,C00259,B018,P010,23-07-2022,831089.42,18,7.72,Active,92.89,4W,,
L08907,C02004,B006,P003,08-06-2022,405239.42,60,14.4,Active,76.79,4W,,
L08908,C01990,B045,P007,02-07-2022,1212359.53,12,9.54,Active,89.44,Tractor,,
L08909,C00103,B009,P006,15-01-2023,121939.73,36,11.99,Closed,90.29,2W,06-08-2023,FALSE
L08910,C00993,B018,P009,09-02-2021,261938.01,60,11.73,Active,98.95,Tractor,,
L08911,C00769,B050,P004,14-07-2023,201457.97,60,10.47,Active,73.53,4W,,
L08912,C01125,B012,P004,23-12-2022,144565.67,48,7.74,Active,93.71,Commercial,,
L08913,C01222,B005,P006,28-04-2020,920106.81,60,8.94,Active,71.19,Commercial,,
L08914,C02861,B016,P008,06-12-2020,1309393.04,12,12.11,Active,98.83,Commercial,,
L08915,C02274,B012,P003,08-11-2020,790911.03,36,10.85,Closed,76,2W,26-05-2024,TRUE
L08916,C02991,B003,P008,11-06-2020,355343.21,60,10.6,Closed,85.75,Used,23-04-2021,FALSE
L08917,C02511,B022,P008,19-10-2020,548504.59,18,8.23,Active,98.79,Used,,
L08918,C00237,B004,P007,20-11-2021,572531.02,60,10.1,Active,67.82,4W,,
L08919,C01145,B029,P007,01-11-2023,704871.33,12,11.45,Active,84.34,Commercial,,
L08920,C02554,B021,P005,25-11-2023,659780.63,48,8.08,Active,98.94,Commercial,,
L08921,C02862,B003,P002,03-11-2021,1023169.32,6,8,Active,96.81,Commercial,,
L08922,C00767,B048,P002,24-11-2023,542872.65,24,11.19,Default,68.61,Commercial,21-01-2024,
L08923,C02682,B025,P010,02-02-2021,1011299.82,24,11.71,Active,63.85,Tractor,,
L08924,C00991,B025,P008,27-06-2022,842821.5,24,9.43,Default,,4W,06-09-2022,
L08925,C02666,B046,P006,01-05-2021,120337.83,12,9.94,Default,89.77,Tractor,04-07-2021,
L08926,C01760,B018,P008,13-11-2022,1383524.52,60,13.48,Active,90.8,2W,,
L08927,C02321,B046,P003,18-12-2022,308038.22,60,14.02,Closed,83.69,4W,08-11-2023,FALSE
L08928,C02280,B018,P001,18-01-2022,704716.84,48,9.94,Active,83.98,Commercial,,
L08929,C02816,B004,P006,27-08-2020,1424015.94,36,10.17,Active,64.71,Commercial,,
L08930,C00496,B004,P002,06-11-2020,408633.14,48,13.73,Active,77.21,Tractor,,
L08931,C01048,B017,P009,16-11-2020,82138.6,48,14.8,Active,82.47,Used,,
L08932,C01727,B004,P005,02-11-2021,760572.25,60,9.9,Closed,86.66,Tractor,11-01-2022,FALSE
L08933,C02550,B040,P005,25-07-2021,374700.23,60,13.42,Active,63.58,Used,,
L08934,C02073,B040,P010,17-02-2021,893939.91,18,11.1,Active,86.94,4W,,
L08935,C02336,B044,P008,07-09-2023,1234806.76,24,9.48,Active,96.71,4W,,
L08936,C00338,B012,P006,05-02-2021,791268.88,12,12.61,Active,90.66,4W,,
L08937,C01938,B039,P003,28-02-2020,985292.55,24,10.97,Closed,84.33,2W,10-04-2020,FALSE
L08938,C01818,B022,P009,22-02-2020,1015920.97,48,9.51,Default,63.79,4W,07-01-2021,
L08939,C00137,B015,P010,23-12-2022,1239775.02,36,8.3,Active,,Tractor,,
L08940,C02556,B040,P004,24-09-2021,1047493.87,60,14,Active,85.86,Tractor,,
L08941,C02275,B025,P010,16-02-2023,1465449.62,6,14.09,Closed,81.4,Used,26-03-2023,FALSE
L08942,C00320,B042,P004,12-10-2020,711506.32,60,8.06,Closed,91.28,4W,21-12-2023,FALSE
L08943,C01864,B029,P002,18-01-2020,122874.64,6,12.48,Active,86.31,Used,,
L08944,C00916,B049,P003,25-10-2022,621339.01,60,,Active,78.32,Tractor,,
L08945,C01206,B003,P004,16-11-2023,1267823.16,48,12.35,Active,69.15,Commercial,,
L08946,C01898,B017,P007,08-06-2020,242948.1,18,14.31,Active,79.67,4W,,
L08947,C02134,B041,P003,21-05-2020,1117112.79,6,9.45,Active,66.01,2W,,
L08948,C00926,B044,P008,31-01-2021,826709.11,6,10.11,Active,62.35,2W,,
L08949,C02101,B043,P008,07-11-2022,1355965.84,60,13.46,Closed,69.12,Commercial,30-06-2023,FALSE
L08950,C02908,B030,P010,02-08-2021,1110225.02,12,13.02,Active,74.32,Used,,
L08951,C02915,B032,P002,11-02-2023,1007759.96,60,10.56,Active,85.23,Used,,
L08952,C01259,B002,P004,17-06-2021,1335973,12,13.86,Default,79.48,Used,27-09-2023,
L08953,C01983,B008,P008,29-06-2022,1366918.89,18,14.4,Active,88.67,4W,,
L08954,C00433,B020,P001,05-04-2021,608129.22,48,10.89,Closed,88.76,Used,04-10-2022,FALSE
L08955,C00999,B006,P001,12-10-2020,1395378.6,60,7.8,Closed,87.54,2W,22-03-2021,TRUE
L08956,C02148,B009,P004,25-10-2022,129312.1,18,11.32,Closed,81.35,2W,11-01-2024,FALSE
L08957,C00990,B027,P002,08-05-2020,1155721.61,48,13.05,Active,85.86,2W,,
L08958,C00599,B016,P001,13-08-2022,537969.87,12,9.15,Active,98.12,Used,,
L08959,C02451,B028,P008,01-11-2021,756725.57,60,8.25,Active,87.53,4W,,
L08960,C00396,B016,P002,13-05-2021,1261837.33,6,9.64,Active,88.96,2W,,
L08961,C00415,B009,P004,02-10-2020,973706.15,48,7.59,Active,71.36,Tractor,,
L08962,C00939,B013,P003,11-01-2023,713361.99,36,,Active,78.64,2W,,
L08963,C01637,B050,P002,15-02-2023,287703.2,6,8.6,Closed,76.97,4W,17-07-2023,FALSE
L08964,C02725,B004,P008,29-01-2020,1411933.95,6,12.93,Closed,73.79,2W,06-05-2024,FALSE
L08965,C02511,B022,P003,01-10-2022,532092.34,36,9.26,Active,,Commercial,,
L08966,C00541,B008,P009,13-10-2023,196684.21,18,14.94,Active,83.32,Commercial,,
L08967,C01650,B042,P010,11-10-2021,868012.78,12,11.49,Default,84.34,Commercial,22-06-2023,
L08968,C01946,B033,P005,26-03-2023,639105.7,18,7.81,Active,92.74,2W,,
L08969,C00084,B003,P009,31-01-2020,906241.18,18,13.3,Closed,85.6,4W,26-11-2022,FALSE
L08970,C00271,B032,P003,22-04-2022,388618.45,60,10.58,Active,93.91,Used,,
L08971,C02292,B017,P005,02-08-2023,599156.85,60,12.05,Active,85.61,4W,,
L08972,C00388,B015,P010,01-12-2020,1460137.14,18,14.63,Active,73.65,Tractor,,
L08973,C00214,B005,P006,23-07-2021,1407977.5,12,11.38,Active,84.6,Tractor,,
L08974,C02866,B003,P009,08-11-2020,1303353.53,18,13.53,Closed,88.43,4W,29-03-2023,FALSE
L08975,C00059,B037,P008,21-08-2021,1179725.25,60,9.77,Active,86.74,2W,,
L08976,C01626,B023,P002,20-02-2023,277011.67,18,12.86,Active,93.15,Commercial,,
L08977,C02931,B027,P002,14-05-2022,727049.36,24,8.24,Closed,95.32,Commercial,13-10-2022,FALSE
L08978,C00843,B046,P005,05-01-2021,1105459.04,6,14.2,Active,73.07,Used,,
L08979,C02972,B038,P005,15-03-2022,429562.97,60,9,Active,63.08,2W,,
L08980,C01528,B025,P005,09-11-2020,97957.61,24,9.76,Closed,85.6,Used,25-10-2021,FALSE
L08981,C01730,B030,P004,28-01-2020,656243.4,12,14.69,Closed,64.3,4W,11-01-2024,FALSE
L08982,C00123,B008,P008,24-03-2023,666455.02,48,8.66,Default,94.48,Used,23-04-2024,
L08983,C01437,B016,P005,23-08-2022,144395.37,48,9.41,Active,92.06,Tractor,,
L08984,C01163,B004,P001,07-06-2023,514892.59,36,11.85,Active,87.83,Used,,
L08985,C02487,B001,P010,26-10-2022,1380085.09,48,14.86,Active,96.12,Commercial,,
L08986,C00562,B038,P005,17-04-2021,412930.37,36,12.69,Active,94.6,Tractor,,
L08987,C02166,B028,P001,03-09-2023,875281.74,48,8.36,Active,95.99,Commercial,,
L08988,C01738,B016,P004,02-06-2023,757428.87,24,13.11,Active,88.68,4W,,
L08989,C00905,B022,P001,22-11-2022,1300082.38,24,10.7,Active,74.37,Used,,
